AGE;MATI;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOK;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;SUHU_MIN;SUHU_MAX;KELEMBABAN;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;SUHU_MAX_lag_1;SUHU_MAX_lag_2;SUHU_MAX_lag_3;SUHU_MAX_lag_7;SUHU_MAX_lag_14;SUHU_MIN_lag_1;SUHU_MIN_lag_2;SUHU_MIN_lag_3;SUHU_MIN_lag_7;SUHU_MIN_lag_14;KELEMBABAN_lag_1;KELEMBABAN_lag_2;KELEMBABAN_lag_3;KELEMBABAN_lag_7;KELEMBABAN_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;PAKAN_DG_RATIO;SUHU_KELEMBABAN_INTERACTION;STRESS_INDEX;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;DG_ACT_momentum_1;DG_ACT_acceleration;HEALTH_STATUS_SCORE
18;8;99;0.47;2.31;43.0;102;1036;42;424;100.5;1012.6;-1.0;-2;-23;830;74;836.0;72;6;-2;1.249;1.211;-0.038;343;382;26;28;55;20901;21000;8;1.194;1.175;1.174;1.131;0.827;95.7;86.1;81.3;62.1;31.0;69.0;73.0;70.0;49.0;24.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;5.0;6.0;4.0;1.0;4.0;91.0;86.0;80.0;58.0;25.0;94.1;7.332;86.1;100.5;82.671;12.305;66.9;100.5;65.2;21.163;33.4;100.5;71.333;2.082;69.0;73.0;64.571;11.914;40.0;73.0;51.071;17.018;27.0;73.0;1.396;1540;110;4.8;-4.8;3.0;7.0;23.8
19;4;103;0.49;2.44;44.0;106;1142;44;468;105.3;1117.9;0.0;-1;-24;908;77;913.0;77;5;0;1.259;1.224;-0.035;378;391;26;28;55;20897;21000;8;1.211;1.194;1.175;1.182;0.901;100.5;95.7;86.1;66.9;33.4;72.0;69.0;73.0;40.0;27.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;8.0;5.0;6.0;7.0;7.0;99.0;91.0;86.0;65.0;32.0;100.5;4.8;95.7;105.3;88.157;12.656;71.7;105.3;70.336;21.572;38.2;105.3;72.667;4.041;69.0;77.0;69.857;5.872;58.0;77.0;54.643;16.823;30.0;77.0;1.368;1540;110;4.8;0.0;5.0;2.0;22.6
20;7;110;0.52;2.57;48.0;114;1256;46;514;110.1;1228.0;-2.0;-4;-28;967;80;992.0;79;25;-1;1.272;1.238;-0.034;383;399;26;28;55;20890;21000;8;1.224;1.211;1.194;1.188;0.964;105.3;100.5;95.7;71.7;38.2;77.0;72.0;69.0;58.0;30.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;4.0;8.0;5.0;3.0;10.0;103.0;99.0;91.0;68.0;42.0;105.3;4.8;100.5;110.1;93.643;12.656;76.5;110.1;75.471;21.89;42.9;110.1;76.0;3.606;72.0;79.0;72.857;3.805;69.0;79.0;58.143;16.394;34.0;79.0;1.394;1540;110;4.8;0.0;2.0;-3.0;25.5
21;4;114;0.54;2.7;50.0;120;1382;50;564;119.7;1347.7;0.0;0;-34;1069;82;1064.0;72;-5;-10;1.294;1.267;-0.027;387;398;26;28;55;20886;21000;8;1.238;1.224;1.211;1.176;1.012;110.1;105.3;100.5;76.5;42.9;79.0;77.0;72.0;70.0;34.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;7.0;4.0;8.0;8.0;3.0;110.0;103.0;99.0;76.0;45.0;111.7;7.332;105.3;119.7;99.814;13.414;81.3;119.7;80.957;22.707;47.7;119.7;76.0;3.606;72.0;79.0;73.143;3.625;69.0;79.0;60.857;15.19;38.0;79.0;1.662;1540;110;9.6;4.8;-7.0;-9.0;24.8
22;6;120;0.57;2.83;53.0;126;1517;52;616;124.5;1472.2;-1.0;-1;-45;1153;84;1142.0;78;-11;-6;1.137;1.289;0.152;391;400;24;26;50;20880;21000;8;1.267;1.238;1.224;1.174;1.049;119.7;110.1;105.3;81.3;47.7;72.0;79.0;77.0;70.0;38.0;28.0;28.0;28.0;28.0;30.0;26.0;26.0;26.0;26.0;28.0;55.0;55.0;55.0;55.0;60.0;4.0;7.0;4.0;4.0;4.0;114.0;110.0;103.0;80.0;49.0;118.1;7.332;110.1;124.5;105.986;13.414;86.1;124.5;86.443;23.323;52.5;124.5;76.333;3.786;72.0;79.0;74.286;3.729;69.0;79.0;63.714;14.296;40.0;79.0;1.596;1300;100;4.8;-4.8;6.0;13.0;27.0
23;7;127;0.6;2.96;55.0;132;1656;54;670;129.4;1601.6;-1.0;-3;-54;1239;86;1245.0;103;6;17;1.337;1.286;-0.051;394;418;24;26;50;20873;21000;8;1.289;1.267;1.238;1.175;1.074;124.5;119.7;110.1;86.1;52.5;78.0;72.0;79.0;73.0;43.0;26.0;28.0;28.0;28.0;30.0;24.0;26.0;26.0;26.0;28.0;50.0;55.0;55.0;55.0;60.0;6.0;4.0;7.0;6.0;4.0;120.0;114.0;110.0;86.0;53.0;124.533;4.85;119.7;129.4;112.171;12.679;95.7;129.4;91.936;23.766;57.3;129.4;84.333;16.442;72.0;103.0;78.571;11.385;69.0;103.0;68.0;16.441;40.0;103.0;1.256;1300;100;4.9;0.1;25.0;19.0;28.9
24;10;137;0.65;3.09;58.0;138;1803;57;727;136.6;1738.2;-1.0;-1;-65;1327;88;1338.0;93;11;5;1.36;1.299;-0.061;397;426;24;26;50;20863;21000;8;1.286;1.289;1.267;1.194;1.111;129.4;124.5;119.7;95.7;57.3;103.0;78.0;72.0;69.0;42.0;26.0;26.0;28.0;28.0;30.0;24.0;24.0;26.0;26.0;28.0;50.0;50.0;55.0;55.0;60.0;7.0;6.0;4.0;5.0;4.0;127.0;120.0;114.0;91.0;57.0;130.167;6.086;124.5;136.6;118.014;13.235;100.5;136.6;97.6;24.319;62.1;136.6;91.333;12.583;78.0;103.0;82.0;11.633;72.0;103.0;71.643;15.877;40.0;103.0;1.469;1300;100;7.2;2.3;-10.0;-35.0;32.4
25;7;144;0.69;3.22;60.0;144;1958;60;787;143.8;1882.0;0.0;0;-76;1418;90;1431.0;93;13;3;1.382;1.315;-0.067;400;432;24;26;50;20856;21000;8;1.299;1.286;1.289;1.211;1.131;136.6;129.4;124.5;100.5;62.1;93.0;103.0;78.0;72.0;49.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;10.0;7.0;6.0;8.0;1.0;137.0;127.0;120.0;99.0;58.0;136.6;7.2;129.4;143.8;124.2;13.792;105.3;143.8;103.436;24.94;66.9;143.8;96.333;5.774;93.0;103.0;85.0;11.328;72.0;103.0;74.786;15.398;40.0;103.0;1.546;1300;100;7.2;0.0;0.0;10.0;32.3
26;6;150;0.71;3.35;63.0;150;2120;62;849;148.7;2030.7;-1.0;-1;-89;1510;92;1511.0;80;1;-12;1.405;1.344;-0.061;402;429;24;26;50;20850;21000;8;1.315;1.299;1.286;1.224;1.182;143.8;136.6;129.4;105.3;66.9;93.0;93.0;103.0;77.0;40.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;7.0;10.0;7.0;4.0;7.0;144.0;137.0;127.0;103.0;65.0;143.033;6.086;136.6;148.7;130.4;13.634;110.1;148.7;109.279;25.301;71.7;148.7;88.667;7.506;80.0;93.0;85.429;11.028;72.0;103.0;77.643;11.719;58.0;103.0;1.859;1300;100;4.9;-2.3;-13.0;-13.0;33.0
27;6;156;0.74;3.4;65.0;156;2285;64;913;153.5;2184.2;-1.0;-2;-101;1604;94;1613.0;102;9;8;1.426;1.354;-0.072;404;438;24;26;50;20844;21000;8;1.344;1.315;1.299;1.238;1.188;148.7;143.8;136.6;110.1;71.7;80.0;93.0;93.0;79.0;58.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;6.0;7.0;10.0;7.0;3.0;150.0;144.0;137.0;110.0;68.0;148.667;4.85;143.8;153.5;136.6;12.7;119.7;153.5;115.121;25.401;76.5;153.5;91.667;11.06;80.0;102.0;88.714;12.162;72.0;103.0;80.786;11.943;69.0;103.0;1.505;1300;100;4.8;-0.1;22.0;35.0;34.2
28;9;165;0.79;3.61;68.0;162;2455;67;980;160.8;2345.0;-1.0;-1;-110;1698;95;1711.0;98;13;3;1.446;1.371;-0.075;405;442;24;26;50;20835;21000;8;1.354;1.344;1.315;1.267;1.176;153.5;148.7;143.8;119.7;76.5;102.0;80.0;93.0;72.0;70.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;6.0;6.0;7.0;4.0;8.0;156.0;150.0;144.0;114.0;76.0;154.333;6.093;148.7;160.8;142.471;13.079;124.5;160.8;121.143;25.532;81.3;160.8;93.333;11.719;80.0;102.0;92.429;9.981;78.0;103.0;82.786;12.336;69.0;103.0;1.641;1300;100;7.3;2.5;-4.0;-26.0;37.5
29;9;174;0.83;3.74;70.0;168;2635;70;1050;168.1;2513.1;0.0;0;-122;1794;96;1799.0;88;5;-8;1.47;1.397;-0.073;406;440;24;26;50;20826;21000;8;1.371;1.354;1.344;1.289;1.174;160.8;153.5;148.7;124.5;81.3;98.0;102.0;80.0;78.0;70.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;9.0;6.0;6.0;6.0;4.0;165.0;156.0;150.0;120.0;80.0;160.8;7.3;153.5;168.1;148.7;13.47;129.4;168.1;127.343;25.652;86.1;168.1;96.0;7.211;88.0;102.0;93.857;8.112;80.0;103.0;84.071;11.829;69.0;103.0;1.91;1300;100;7.3;-0.0;-10.0;-6.0;39.3
30;7;181;0.86;3.87;72.0;173;2818;72;1122;172.9;2686.0;0.0;0;-132;1891;97;1890.0;91;-1;-6;1.491;1.421;-0.07;407;439;24;26;50;20819;21000;8;1.397;1.371;1.354;1.286;1.175;168.1;160.8;153.5;129.4;86.1;88.0;98.0;102.0;103.0;73.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;9.0;9.0;6.0;7.0;6.0;174.0;165.0;156.0;127.0;86.0;167.267;6.093;160.8;172.9;154.914;13.112;136.6;172.9;133.543;25.405;95.7;172.9;92.333;5.132;88.0;98.0;92.143;7.058;80.0;102.0;85.357;11.507;69.0;103.0;1.9;1300;100;4.8;-2.5;3.0;13.0;39.7
31;9;190;0.9;4.0;74.0;178;3004;74;1196;177.8;2863.8;0.0;0;-140;1989;98;1996.0;106;7;8;1.511;1.435;-0.076;408;445;24;26;50;20810;21000;8;1.421;1.397;1.371;1.299;1.194;172.9;168.1;160.8;136.6;95.7;91.0;88.0;98.0;93.0;69.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;7.0;9.0;9.0;10.0;5.0;181.0;174.0;165.0;137.0;91.0;172.933;4.85;168.1;177.8;160.8;12.763;143.8;177.8;139.407;25.473;100.5;177.8;95.0;9.644;88.0;106.0;94.0;8.813;80.0;106.0;88.0;11.708;72.0;106.0;1.677;1300;100;4.9;0.1;15.0;12.0;42.5
32;9;199;0.95;4.13;76.0;183;3201;73;1269;175.5;3039.2;-3.0;-8;-162;2087;99;2105.0;109;18;10;1.534;1.444;-0.09;408;451;24;26;50;20801;21000;8;1.435;1.421;1.397;1.315;1.211;177.8;172.9;168.1;143.8;100.5;106.0;91.0;88.0;93.0;72.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;9.0;7.0;9.0;7.0;8.0;190.0;181.0;174.0;144.0;99.0;175.4;2.452;172.9;177.8;165.329;11.262;148.7;177.8;144.764;24.531;105.3;177.8;102.0;9.644;91.0;109.0;96.286;10.436;80.0;109.0;90.643;11.991;72.0;109.0;1.61;1300;100;-2.3;-7.2;3.0;-12.0;44.3
33;11;210;1.0;4.26;78.0;188;3403;74;1343;178.0;3217.2;-4.0;-10;-186;2187;100;2202.0;97;15;-3;1.556;1.461;-0.095;408;452;24;26;50;20790;21000;8;1.444;1.435;1.421;1.344;1.224;175.5;177.8;172.9;148.7;105.3;109.0;106.0;91.0;80.0;77.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;9.0;9.0;7.0;6.0;4.0;199.0;190.0;181.0;150.0;103.0;177.1;1.389;175.5;178.0;169.514;9.33;153.5;178.0;149.957;23.192;110.1;178.0;104.0;6.245;97.0;109.0;98.714;7.61;88.0;109.0;92.071;11.418;72.0;109.0;1.835;1300;100;2.5;4.8;-12.0;-15.0;47.5
1;20;20;0.1;0.1;8.0;18;18;8;8;19.0;19.0;0.0;1;1;56;14;60.0;22;4;8;0.321;0.317;-0.004;0;0;30;32;65;20980;21000;9;0.317;0.317;0.317;0.317;0.317;19.0;19.0;19.0;19.0;19.0;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;19.0;3.465;19.0;19.0;19.0;3.465;19.0;19.0;19.0;3.465;19.0;19.0;22.0;1.414;22.0;22.0;22.0;1.414;22.0;22.0;22.0;1.414;22.0;22.0;0.864;2080;130;4.9;-2.5;-2.0;1.0;14.0
2;28;48;0.23;0.23;9.0;22;40;10;18;23.9;42.9;1.0;2;3;73;17;80.0;20;7;3;0.549;0.536;-0.013;0;0;30;32;65;20952;21000;9;0.317;0.317;0.317;0.317;0.317;19.0;19.0;19.0;19.0;19.0;22.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;20.0;21.45;3.465;19.0;23.9;21.45;3.465;19.0;23.9;21.45;3.465;19.0;23.9;21.0;1.414;20.0;22.0;21.0;1.414;20.0;22.0;21.0;1.414;20.0;22.0;1.195;2080;130;4.9;-2.5;-2.0;1.0;23.6
3;13;61;0.29;0.36;11.0;26;66;11;29;26.3;69.2;0.0;0;3;94;20;99.0;19;5;-1;0.711;0.699;-0.012;0;0;30;32;65;20939;21000;9;0.536;0.317;0.317;0.317;0.317;23.9;19.0;19.0;19.0;19.0;20.0;22.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;28.0;20.0;20.0;20.0;20.0;48.0;20.0;20.0;20.0;20.0;23.067;3.721;19.0;26.3;23.067;3.721;19.0;26.3;23.067;3.721;19.0;26.3;20.333;1.528;19.0;22.0;20.333;1.528;19.0;22.0;20.333;1.528;19.0;22.0;1.384;2080;130;2.4;-2.5;-1.0;1.0;18.7
4;12;73;0.35;0.49;13.0;30;96;12;41;28.7;97.8;-1.0;-1;2;117;24;121.0;22;4;-2;0.826;0.809;-0.017;0;0;30;32;65;20927;21000;9;0.699;0.536;0.317;0.317;0.317;26.3;23.9;19.0;19.0;19.0;19.0;20.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;13.0;28.0;20.0;20.0;20.0;61.0;48.0;20.0;20.0;20.0;26.3;2.4;23.9;28.7;24.475;4.143;19.0;28.7;24.475;4.143;19.0;28.7;20.333;1.528;19.0;22.0;20.75;1.5;19.0;22.0;20.75;1.5;19.0;22.0;1.305;2080;130;2.4;-0.0;3.0;4.0;20.6
5;8;81;0.39;0.62;14.0;34;131;14;55;33.5;131.3;0.0;-1;0;144;27;150.0;29;6;2;0.914;0.875;-0.039;0;0;30;32;65;20919;21000;9;0.809;0.699;0.536;0.317;0.317;28.7;26.3;23.9;19.0;19.0;22.0;19.0;20.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;12.0;13.0;28.0;20.0;20.0;73.0;61.0;48.0;20.0;20.0;29.5;3.666;26.3;33.5;26.28;5.4;19.0;33.5;26.28;5.4;19.0;33.5;23.333;5.132;19.0;29.0;22.4;3.912;19.0;29.0;22.4;3.912;19.0;29.0;1.155;2080;130;4.8;2.4;7.0;4.0;20.2
6;8;89;0.42;0.75;16.0;38;170;16;71;38.3;169.6;0.0;0;0;174;30;181.0;31;7;1;0.979;0.937;-0.042;0;0;30;32;65;20911;21000;9;0.875;0.809;0.699;0.317;0.317;33.5;28.7;26.3;19.0;19.0;29.0;22.0;19.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;8.0;12.0;13.0;20.0;20.0;81.0;73.0;61.0;20.0;20.0;33.5;4.8;28.7;38.3;28.283;6.885;19.0;38.3;28.283;6.885;19.0;38.3;27.333;4.726;22.0;31.0;23.833;4.956;19.0;31.0;23.833;4.956;19.0;31.0;1.235;2080;130;4.8;-0.0;2.0;-5.0;21.8
7;17;106;0.5;0.68;18.0;43;210;18;89;43.1;212.6;0.0;0;3;205;33;216.0;35;11;2;1.029;0.984;-0.045;270;312;30;32;65;20894;21000;9;0.937;0.875;0.809;0.317;0.317;38.3;33.5;28.7;19.0;19.0;31.0;29.0;22.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;8.0;8.0;12.0;20.0;20.0;89.0;81.0;73.0;20.0;20.0;38.3;4.8;33.5;43.1;30.4;8.418;19.0;43.1;30.4;8.418;19.0;43.1;31.667;3.055;29.0;35.0;25.429;6.188;19.0;35.0;25.429;6.188;19.0;35.0;1.231;2080;130;4.8;0.0;4.0;2.0;29.7
8;4;110;0.52;1.01;19.0;45;260;20;109;47.9;260.5;1.0;3;1;244;37;253.0;37;9;0;1.068;1.03;-0.038;268;305;28;30;60;20890;21000;9;0.984;0.937;0.875;0.317;0.317;43.1;38.3;33.5;19.0;19.0;35.0;31.0;29.0;22.0;22.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;17.0;8.0;8.0;20.0;20.0;106.0;89.0;81.0;20.0;20.0;43.1;4.8;38.3;47.9;34.529;8.965;23.9;47.9;32.588;9.951;19.0;47.9;34.333;3.055;31.0;37.0;27.571;7.3;19.0;37.0;26.875;7.039;19.0;37.0;1.295;1800;120;4.8;-0.0;2.0;-2.0;24.0
9;4;114;0.54;1.14;22.0;53;312;21;130;50.3;310.8;-1.0;-3;-1;285;41;293.0;40;8;-1;1.099;1.061;-0.038;274;305;28;30;60;20886;21000;9;1.03;0.984;0.937;0.536;0.317;47.9;43.1;38.3;23.9;19.0;37.0;35.0;31.0;20.0;22.0;30.0;32.0;32.0;32.0;32.0;28.0;30.0;30.0;30.0;30.0;60.0;65.0;65.0;65.0;65.0;4.0;17.0;8.0;28.0;20.0;110.0;106.0;89.0;48.0;20.0;47.1;3.666;43.1;50.3;38.3;9.295;26.3;50.3;34.556;11.023;19.0;50.3;37.333;2.517;35.0;40.0;30.429;7.743;19.0;40.0;28.333;7.906;19.0;40.0;1.257;1800;120;2.4;-2.4;3.0;1.0;24.8
10;1;115;0.55;1.27;23.0;56;372;24;154;57.5;368.2;1.0;1;-4;330;45;337.0;44;7;-1;1.129;1.093;-0.036;281;307;28;30;60;20885;21000;9;1.061;1.03;0.984;0.699;0.317;50.3;47.9;43.1;26.3;19.0;40.0;37.0;35.0;19.0;22.0;30.0;30.0;32.0;32.0;32.0;28.0;28.0;30.0;30.0;30.0;60.0;60.0;65.0;65.0;65.0;4.0;4.0;17.0;13.0;20.0;114.0;110.0;106.0;61.0;20.0;51.9;4.996;47.9;57.5;42.757;10.033;28.7;57.5;36.85;12.675;19.0;57.5;40.333;3.512;37.0;44.0;34.0;7.348;22.0;44.0;29.9;8.95;19.0;44.0;1.307;1800;120;7.2;4.8;4.0;1.0;23.5
11;3;118;0.56;1.4;26.0;63;435;26;180;62.3;430.5;0.0;-1;-4;380;49;385.0;48;5;-1;1.149;1.118;-0.031;289;311;28;30;60;20882;21000;9;1.093;1.061;1.03;0.809;0.317;57.5;50.3;47.9;28.7;19.0;44.0;40.0;37.0;22.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;1.0;4.0;4.0;12.0;20.0;115.0;114.0;110.0;73.0;20.0;56.7;6.04;50.3;62.3;47.557;10.223;33.5;62.3;39.164;14.264;19.0;62.3;44.0;4.0;40.0;48.0;37.714;6.824;29.0;48.0;31.545;10.093;19.0;48.0;1.298;1800;120;4.8;-2.4;4.0;0.0;25.1
12;3;121;0.58;1.53;28.0;68;506;29;209;69.4;499.9;1.0;1;-6;434;54;437.0;52;3;-2;1.169;1.144;-0.025;297;316;28;30;60;20879;21000;9;1.118;1.093;1.061;0.875;0.317;62.3;57.5;50.3;33.5;19.0;48.0;44.0;40.0;29.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;3.0;1.0;4.0;8.0;20.0;118.0;115.0;114.0;81.0;20.0;63.067;5.987;57.5;69.4;52.686;10.973;38.3;69.4;41.683;16.16;19.0;69.4;48.0;4.0;44.0;52.0;41.0;7.439;31.0;52.0;33.25;11.291;19.0;52.0;1.335;1800;120;7.1;2.3;4.0;0.0;25.7
13;4;125;0.6;1.68;30.0;73;584;31;240;74.3;574.2;1.0;1;-10;492;56;489.0;52;-3;-4;1.186;1.174;-0.012;305;318;28;30;60;20875;21000;9;1.144;1.118;1.093;0.937;0.317;69.4;62.3;57.5;38.3;19.0;52.0;48.0;44.0;31.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;3.0;3.0;1.0;8.0;20.0;121.0;118.0;115.0;89.0;20.0;68.667;6.034;62.3;74.3;57.829;11.529;43.1;74.3;44.192;17.923;19.0;74.3;50.667;2.309;48.0;52.0;44.0;6.952;35.0;52.0;34.692;11.996;19.0;52.0;1.429;1800;120;4.9;-2.2;0.0;-4.0;27.0
14;5;130;0.62;1.79;33.0;78;668;32;272;76.7;650.9;-1.0;-1;-17;553;61;550.0;61;-3;0;1.208;1.183;-0.025;313;330;28;30;60;20870;21000;9;1.174;1.144;1.118;0.984;0.317;74.3;69.4;62.3;43.1;19.0;52.0;52.0;48.0;35.0;22.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;4.0;3.0;3.0;17.0;20.0;125.0;121.0;118.0;106.0;20.0;73.467;3.721;69.4;76.7;62.629;11.368;47.9;76.7;46.514;19.287;19.0;76.7;55.0;5.196;52.0;61.0;47.714;8.18;37.0;61.0;36.571;13.501;19.0;61.0;1.257;1800;120;2.4;-2.5;9.0;9.0;28.5
15;6;136;0.65;1.92;35.0;84;752;35;307;83.9;734.7;0.0;0;-17;618;65;620.0;70;2;5;1.219;1.185;-0.034;320;347;26;28;55;20864;21000;9;1.183;1.174;1.144;1.03;0.317;76.7;74.3;69.4;47.9;19.0;61.0;52.0;52.0;37.0;22.0;30.0;30.0;30.0;30.0;32.0;28.0;28.0;28.0;28.0;30.0;60.0;60.0;60.0;60.0;65.0;5.0;4.0;3.0;4.0;20.0;130.0;125.0;121.0;110.0;20.0;78.3;4.996;74.3;83.9;67.771;11.732;50.3;83.9;51.15;19.953;23.9;83.9;61.0;9.0;52.0;70.0;52.429;10.228;40.0;70.0;40.0;15.467;19.0;70.0;1.199;1540;110;7.2;4.8;9.0;0.0;30.2
16;6;142;0.68;2.06;38.0;90;841;38;345;91.1;825.8;0.0;1;-15;685;68;687.0;67;2;-1;1.229;1.202;-0.027;327;355;26;28;55;20858;21000;9;1.185;1.183;1.174;1.061;0.536;83.9;76.7;74.3;50.3;23.9;70.0;61.0;52.0;40.0;20.0;28.0;30.0;30.0;30.0;32.0;26.0;28.0;28.0;28.0;30.0;55.0;60.0;60.0;60.0;65.0;6.0;5.0;4.0;4.0;28.0;136.0;130.0;125.0;114.0;48.0;83.9;7.2;76.7;91.1;73.6;11.74;57.5;91.1;55.95;20.952;26.3;91.1;66.0;4.583;61.0;70.0;56.286;9.844;44.0;70.0;43.357;15.887;19.0;70.0;1.36;1540;110;7.2;-0.0;-3.0;-12.0;31.4
17;5;147;0.7;2.18;40.0;96;936;40;385;95.9;921.7;0.0;0;-14;756;71;760.0;73;4;2;1.239;1.213;-0.026;334;366;26;28;55;20853;21000;9;1.202;1.185;1.183;1.093;0.699;91.1;83.9;76.7;57.5;26.3;67.0;70.0;61.0;44.0;19.0;28.0;28.0;30.0;30.0;32.0;26.0;26.0;28.0;28.0;30.0;55.0;55.0;60.0;60.0;65.0;6.0;6.0;5.0;1.0;13.0;142.0;136.0;130.0;115.0;61.0;90.3;6.04;83.9;95.9;79.086;11.933;62.3;95.9;60.921;21.622;28.7;95.9;70.0;3.0;67.0;73.0;60.429;9.914;48.0;73.0;47.214;16.073;22.0;73.0;1.314;1540;110;4.8;-2.4;6.0;9.0;31.9
